fold,accuracy,f1_macro,precision_macro,recall_macro
1,0.7037037037037037,0.7207792207792209,0.7705128205128204,0.7013888888888888
2,0.5925925925925926,0.6063837478311163,0.615530303030303,0.6116071428571428
3,0.6153846153846154,0.6517453135100194,0.6517857142857142,0.6547619047619048
4,0.46153846153846156,0.5486111111111112,0.5486111111111112,0.5486111111111112
5,0.6153846153846154,0.6526143790849672,0.6979166666666666,0.6284722222222222
